profile size=67108864 direction=upload port=29601
✓ Switched active account for github.com to mjc
Compiling 1 file (.ex)
FUNCTION                                                                   CALLS        %    TIME  [uS / CALLS]
--------                                                                   -----  -------    ----  [----------]
'Elixir.Sftpd.SSH.Server':'-handle_encrypted_payload/3-fun-2-'/4               3     0.00       0  [      0.00]
'Elixir.Sftpd.SSH.Server':'-handle_encrypted_payload/3-fun-10-'/2              1     0.00       0  [      0.00]
'Elixir.GenServer':whereis/1                                                   3     0.00       0  [      0.00]
'Elixir.Sftpd.Auth':fingerprint/1                                              2     0.00       0  [      0.00]
gen:call/4                                                                     3     0.00       0  [      0.00]
ssh_message:ssh2_pubkey_decode/1                                               2     0.00       0  [      0.00]
ssh_message:ssh_curvename2oid/1                                                2     0.00       0  [      0.00]
ssh_message:oid2ssh_curvename/1                                                2     0.00       0  [      0.00]
'Elixir.Sftpd.SSH.Keys':signature/2                                            1     0.00       0  [      0.00]
'Elixir.Sftpd.SSH.Kex':ecdh_reply/3                                            1     0.00       0  [      0.00]
'Elixir.Sftpd.SSH.Kex':generate_keypair/0                                      1     0.00       0  [      0.00]
'Elixir.Sftpd.SSH.Kex':shared_secret/2                                         1     0.00       0  [      0.00]
binary:copy/1                                                                  3     0.00       0  [      0.00]
binary:copy/2                                                                  4     0.00       0  [      0.00]
binary:first/1                                                                 5     0.00       0  [      0.00]
'Elixir.Sftpd.Backends.Benchmark':file_attrs/3                                 2     0.00       0  [      0.00]
'Elixir.Sftpd.Backends.Benchmark':open_write/4                                 1     0.00       0  [      0.00]
'Elixir.Map':do_map/2                                                          1     0.00       0  [      0.00]
'Elixir.Map':new/2                                                             1     0.00       0  [      0.00]
'Elixir.Map':new_from_map/2                                                    1     0.00       0  [      0.00]
'Elixir.Map':pop/3                                                             1     0.00       0  [      0.00]
maps:find/2                                                                    2     0.00       0  [      0.00]
maps:merge/2                                                                   1     0.00       0  [      0.00]
maps:remove/2                                                                  1     0.00       0  [      0.00]
maps:fold/3                                                                    2     0.00       0  [      0.00]
maps:fold_1/4                                                                  2     0.00       0  [      0.00]
maps:iterator/1                                                                3     0.00       0  [      0.00]
maps:iterator/2                                                                3     0.00       0  [      0.00]
'Elixir.Base':maybe_pad/3                                                      2     0.00       0  [      0.00]
'Elixir.String':trim_trailing/2                                                4     0.00       0  [      0.00]
erlang:list_to_tuple/1                                                         1     0.00       0  [      0.00]
erlang:port_close/1                                                            1     0.00       0  [      0.00]
code:ensure_prepare_loading/3                                                  9     0.00       1  [      0.11]
'Elixir.Agent':update/3                                                        1     0.00       1  [      1.00]
'Elixir.Enum':join/2                                                          14     0.00       1  [      0.07]
'Elixir.Enum':join_non_empty_list/3                                           13     0.00       1  [      0.08]
'Elixir.Sftpd.SSH.Wire':mpint/1                                                5     0.00       1  [      0.20]
'Elixir.Sftpd.SSH.Wire':take_boolean/1                                         8     0.00       1  [      0.13]
'Elixir.Sftpd.SFTP.Codec':take_string/1                                        4     0.00       1  [      0.25]
'Elixir.Sftpd.SSH.Cipher':new/5                                                2     0.00       1  [      0.50]
'Elixir.Sftpd.SFTP.Paths':normalize_realpath/1                                 4     0.00       1  [      0.25]
'Elixir.SftpdProfile.Auth':authorize_public_key/3                              2     0.00       1  [      0.50]
crypto:verify/6                                                                1     0.00       1  [      1.00]
crypto:sign_verify_compatibility/3                                             2     0.00       1  [      0.50]
crypto:hash/4                                                                  7     0.00       1  [      0.14]
'Elixir.Sftpd.Auth.Adapter':'exports?'/3                                       2     0.00       1  [      0.50]
prim_inet:dec_value/2                                                          3     0.00       1  [      0.33]
'Elixir.Sftpd.SSH.Packet':encode_clear/2                                       3     0.00       1  [      0.33]
lists:reverse/1                                                               13     0.00       1  [      0.08]
public_key:format_verify_key/1                                                 1     0.00       1  [      1.00]
public_key:ec_curve_spec/1                                                     4     0.00       1  [      0.25]
'Elixir.Sftpd.SSH.Algorithms':choose/3                                         6     0.00       1  [      0.17]
'Elixir.Sftpd.SSH.Algorithms':negotiate/2                                      1     0.00       1  [      1.00]
'Elixir.Sftpd.SSH.Algorithms':'-choose/3-fun-0-'/2                            18     0.00       1  [      0.06]
'Elixir.Sftpd.SSH.Server':delete_channel/2                                     1     0.00       1  [      1.00]
'Elixir.Sftpd.SSH.Server':fetch_channel/2                                      2     0.00       1  [      0.50]
'Elixir.Sftpd.SSH.Server':serve_encrypted/2                                    1     0.00       1  [      1.00]
'Elixir.Sftpd.SSH.Server':'-handle_encrypted_payload/3-fun-5-'/5               3     0.00       1  [      0.33]
erts_internal:map_next/3                                                       3     0.00       1  [      0.33]
ssh_message:ssh2_pubkey_encode/1                                               2     0.00       1  [      0.50]
ssh_message:ssh2_pubkey_decode2/1                                              2     0.00       1  [      0.50]
'Elixir.Sftpd.SSH.Kex':derive_key/5                                            4     0.00       1  [      0.25]
'Elixir.Sftpd.SSH.Kex':exchange_payload/1                                      1     0.00       1  [      1.00]
'Elixir.Sftpd.Backends.Benchmark':copied_normalized_path/1                     3     0.00       1  [      0.33]
'Elixir.Sftpd.Backends.Benchmark':finish_write/2                               1     0.00       1  [      1.00]
'Elixir.Sftpd.Backends.Benchmark':normalize_prefix/1                           2     0.00       1  [      0.50]
'Elixir.Map':pop/2                                                             1     0.00       1  [      1.00]
maps:from_list/1                                                               1     0.00       1  [      1.00]
maps:take/2                                                                    1     0.00       1  [      1.00]
maps:next/1                                                                    3     0.00       1  [      0.33]
'Elixir.Base':encode64/2                                                       2     0.00       1  [      0.50]
'Elixir.String':replace_trailing/3                                             4     0.00       1  [      0.25]
persistent_term:get/1                                                          9     0.00       1  [      0.11]
code:call/1                                                                   18     0.00       2  [      0.11]
'Elixir.Enum':'__in__'/2                                                      18     0.00       2  [      0.11]
'Elixir.Enum':find_list/3                                                     18     0.00       2  [      0.11]
'Elixir.Sftpd.SSH.Wire':strip_leading_zeroes/1                                 5     0.00       2  [      0.40]
'Elixir.Sftpd.Backend':normalize_path/1                                       13     0.00       2  [      0.15]
crypto:hash/2                                                                  7     0.00       2  [      0.29]
'Elixir.Sftpd.SSH.Packet':encode_aead_packet/2                                 7     0.00       2  [      0.29]
code_server:get_mode/0                                                         9     0.00       2  [      0.22]
public_key:verify/5                                                            1     0.00       2  [      2.00]
'Elixir.Sftpd.SSH.Algorithms':decode_kexinit/1                                 2     0.00       2  [      1.00]
'Elixir.Sftpd.SSH.Server':verify_public_key_userauth/7                         1     0.00       2  [      2.00]
'Elixir.Sftpd.SSH.Kex':exchange_hash/1                                         1     0.00       2  [      2.00]
'Elixir.Sftpd.SSH.Kex':expand_key/4                                            4     0.00       2  [      0.50]
'Elixir.Sftpd.Backends.Benchmark':file_info/2                                  2     0.00       2  [      1.00]
'Elixir.String':replace_trailing/6                                             6     0.00       2  [      0.33]
'Elixir.String':split/2                                                       29     0.00       2  [      0.07]
erlang:function_exported/3                                                    12     0.00       2  [      0.17]
erlang:garbage_collect/0                                                      10     0.00       2  [      0.20]
erlang:monitor/3                                                               3     0.00       2  [      0.67]
erlang:prepare_loading/2                                                       9     0.00       2  [      0.22]
erlang:whereis/1                                                               9     0.00       2  [      0.22]
persistent_term:put/2                                                          1     0.00       2  [      2.00]
'Elixir.Sftpd.Backend':canonical_segments/1                                   13     0.00       3  [      0.23]
error_handler:ensure_loaded/1                                                  9     0.00       3  [      0.33]
'Elixir.Sftpd.SSH.Server':handle_kex/5                                         1     0.00       3  [      3.00]
'Elixir.GenServer':call/3                                                      3     0.00       3  [      1.00]
'Elixir.Sftpd.Auth':fingerprint/2                                              2     0.00       3  [      1.50]
'Elixir.Base':encode64base/3                                                  12     0.00       3  [      0.25]
erlang:module_loaded/1                                                        11     0.00       3  [      0.27]
erlang:prepare_loading_1/2                                                     9     0.00       3  [      0.33]
code:get_mode/0                                                                9     0.00       4  [      0.44]
'Elixir.Enum':join_list/2                                                     14     0.00       4  [      0.29]
'Elixir.Sftpd.SSH.Wire':string/1                                              27     0.00       4  [      0.15]
'Elixir.Sftpd.SSH.Wire':take_name_list/1                                      20     0.00       4  [      0.20]
error_handler:undefined_function/3                                             9     0.00       4  [      0.44]
'Elixir.Sftpd.SSH.Server':send_encrypted_payload/3                             7     0.00       4  [      0.57]
'Elixir.Sftpd.SSH.Packet':decode_clear/1                                       6     0.00       5  [      0.83]
'Elixir.Sftpd.SSH.Server':handle_public_key_userauth/3                         3     0.00       5  [      1.67]
'Elixir.Sftpd.Backend':'-canonical_segments/1-fun-0-'/2                       25     0.01       6  [      0.24]
lists:keyfind/3                                                               63     0.01       6  [      0.10]
'Elixir.Sftpd.SSH.Server':recv_clear_packet/2                                  6     0.01       6  [      1.00]
erlang:send/3                                                                  3     0.01       6  [      2.00]
erlang:iolist_to_binary/1                                                     23     0.01       7  [      0.30]
code:ensure_loaded/1                                                          11     0.01       8  [      0.73]
'Elixir.Sftpd.SSH.Wire':take_string/1                                         60     0.01       8  [      0.13]
gen:do_call/4                                                                  3     0.01       8  [      2.67]
'Elixir.Keyword':get/3                                                        61     0.01       9  [      0.15]
crypto:hash_nif/2                                                              7     0.01      10  [      1.43]
'Elixir.String':split/3                                                       29     0.01      10  [      0.34]
erts_internal:port_close/1                                                     1     0.01      11  [     11.00]
'Elixir.Sftpd.SFTP.Codec':status_message/1                                   259     0.01      13  [      0.05]
'Elixir.Sftpd.SSH.Server':handle_encrypted_payload/3                          12     0.01      13  [      1.08]
'Elixir.Sftpd.SSH.SFTPBridge':channel_data_payload/3                         262     0.01      14  [      0.05]
'Elixir.Sftpd.SSH.Cipher':block_size/1                                       274     0.01      14  [      0.05]
'Elixir.Sftpd.SFTP.SerializedPacket':iodata/2                                262     0.01      14  [      0.05]
'Elixir.Map':get/2                                                           262     0.01      14  [      0.05]
'Elixir.Sftpd.SSH.Cipher':decrypt_packet_payload/3                            19     0.01      15  [      0.79]
'Elixir.Sftpd.SSH.Packet':'-encode_aead_packets/2-fun-1-'/2                  269     0.01      15  [      0.06]
'Elixir.Sftpd.SSH.SFTPBridge':add_channel_response_payload/7                 262     0.02      16  [      0.06]
'Elixir.Sftpd.SSH.Server':responses_window_size/1                            262     0.02      16  [      0.06]
'Elixir.Enum':map/2                                                          269     0.02      17  [      0.06]
'Elixir.Sftpd.SSH.Server':maybe_fragmented_write_packet/2                    257     0.02      17  [      0.07]
inet_tcp:send/2                                                              277     0.02      18  [      0.06]
'Elixir.Enum':map_reduce/3                                                   262     0.02      18  [      0.07]
'Elixir.Sftpd.SSH.Server':append_pending_responses/2                         262     0.02      19  [      0.07]
'Elixir.Sftpd.SSH.Server':'-handle_sftp_data/2-fun-0-'/2                     262     0.02      20  [      0.08]
'Elixir.Sftpd.SFTP.Session':normalize_request_paths/1                        261     0.02      21  [      0.08]
'Elixir.Sftpd.SSH.Packet':aead_padding_len/2                                 276     0.02      21  [      0.08]
binary:split/3                                                                29     0.02      21  [      0.72]
'Elixir.Sftpd.SFTP.Codec':status_code/1                                      518     0.02      25  [      0.05]
'Elixir.Sftpd.SSH.SFTPBridge':response_window_size/1                         262     0.03      28  [      0.11]
maps:put/3                                                                   262     0.03      28  [      0.11]
'Elixir.Sftpd.SSH.SFTPBridge':flush_channel_data_payload/4                   268     0.03      29  [      0.11]
crypto:strong_rand_bytes/1                                                   278     0.03      31  [      0.11]
'Elixir.Sftpd.SFTP.Codec':string/1                                           521     0.03      32  [      0.06]
'Elixir.Sftpd.SSH.SFTPBridge':response_iodata/1                              524     0.03      33  [      0.06]
'Elixir.Sftpd.SFTP.Codec':decode/1                                           262     0.03      33  [      0.13]
'Elixir.Sftpd.SSH.Server':'-responses_window_size/1-fun-0-'/2                262     0.03      33  [      0.13]
'Elixir.Sftpd.Backends.Benchmark':write_at/4                                 257     0.03      34  [      0.13]
'Elixir.Sftpd.SSH.Cipher':encrypt_payloads/3                                 267     0.03      35  [      0.13]
'Elixir.Sftpd.SFTP.Codec':decode_iodata_write/2                              257     0.04      36  [      0.14]
'Elixir.Enum':reduce/3                                                       542     0.04      37  [      0.07]
erlang:port_command/3                                                        277     0.04      40  [      0.14]
'Elixir.Sftpd.SFTP.Codec':packet/1                                           262     0.04      41  [      0.16]
'Elixir.Map':get/3                                                           266     0.04      43  [      0.16]
'Elixir.Sftpd.SFTP.Codec':status/2                                           259     0.05      47  [      0.18]
'Elixir.Sftpd.SSH.Packet':'-encode_aead_packets/2-fun-0-'/2                  269     0.05      48  [      0.18]
'Elixir.Sftpd.SSH.Packet':encode_aead_packets_from_padding/3                 536     0.05      49  [      0.09]
'Elixir.Sftpd.SFTP.Codec':status/3                                           259     0.06      56  [      0.22]
'Elixir.Sftpd.SFTP.Session':handle_packet/2                                  262     0.06      56  [      0.21]
gen_tcp:send/2                                                               277     0.06      59  [      0.21]
'Elixir.Enum':'-map_reduce/3-lists^mapfoldl/2-0-'/3                          524     0.06      61  [      0.12]
lists:reverse/2                                                              258     0.06      61  [      0.24]
erts_internal:garbage_collect/1                                               10     0.06      61  [      6.10]
'Elixir.Sftpd.SSH.Server':split_complete_sftp_packets/2                      524     0.06      64  [      0.12]
'Elixir.Enum':'-map/2-lists^map/1-1-'/2                                      538     0.07      67  [      0.12]
'Elixir.Sftpd.SSH.Cipher':encrypt_packets/3                                  536     0.07      68  [      0.13]
'Elixir.Sftpd.SSH.SFTPBridge':payloads_for_window/2                          268     0.07      69  [      0.26]
'Elixir.Sftpd.SSH.SFTPBridge':payloads_for_window/8                          530     0.07      69  [      0.13]
'Elixir.Sftpd.SSH.Cipher':encrypt_packet/2                                   276     0.07      69  [      0.25]
code_server:call/1                                                            18     0.07      69  [      3.83]
'Elixir.Sftpd.SSH.Server':send_encrypted_payloads/3                          267     0.08      82  [      0.31]
'Elixir.Sftpd.SSH.Packet':encode_aead_packets/2                              267     0.09      91  [      0.34]
crypto:evp_generate_key_nif/2                                                  1     0.09      94  [     94.00]
crypto:pkey_sign_nif/5                                                         1     0.10      96  [     96.00]
prim_inet:send/3                                                             277     0.10      98  [      0.35]
erlang:demonitor/2                                                           299     0.10      99  [      0.33]
prim_inet:send/4                                                             277     0.10     104  [      0.38]
erlang:term_to_binary/2                                                      277     0.10     105  [      0.38]
erlang:monitor/2                                                             295     0.11     106  [      0.36]
'Elixir.Enum':'-reduce/3-lists^foldl/2-0-'/3                                1098     0.11     108  [      0.10]
crypto:evp_compute_key_nif/3                                                   1     0.11     112  [    112.00]
'Elixir.Sftpd.SSH.Server':flush_sftp_responses_with_channel/4                268     0.12     124  [      0.46]
crypto:pkey_verify_nif/6                                                       1     0.15     153  [    153.00]
erlang:iolist_size/1                                                        1082     0.15     155  [      0.14]
'Elixir.Sftpd.SFTP.Session':handle_request/2                                 262     0.18     183  [      0.70]
'Elixir.Logger':elixir_level_to_erlang_level/1                              3449     0.20     204  [      0.06]
'Elixir.Sftpd.SSH.Cipher':'-decrypt_packet_payload/2-fun-0-'/1              3432     0.22     218  [      0.06]
logger_config:less_or_equal_level/2                                         3449     0.23     228  [      0.07]
'Elixir.Sftpd.SSH.Server':finish_channel_data_drain/2                       3439     0.25     252  [      0.07]
lists:member/2                                                              3459     0.26     262  [      0.08]
'Elixir.Sftpd.SSH.Server':prepend_reversed/2                                4921     0.27     267  [      0.05]
crypto:strong_rand_bytes_nif/1                                               278     0.33     335  [      1.21]
prim_inet:recv/3                                                            8240     0.41     416  [      0.05]
logger_config:allow/2                                                       3449     0.42     421  [      0.12]
inet_tcp:recv/3                                                             8240     0.42     425  [      0.05]
prim_inet:enc_time/1                                                        8240     0.46     465  [      0.06]
'Elixir.Sftpd.SSH.Server':responses_window_size_if_any/1                    8200     0.47     468  [      0.06]
crypto:alias/2                                                              8488     0.47     472  [      0.06]
'Elixir.Sftpd.SSH.Packet':'invalid_padding?'/2                              8215     0.47     473  [      0.06]
persistent_term:get/2                                                       3450     0.47     477  [      0.14]
'Elixir.Sftpd.SSH.SFTPBridge':'responses_near_window_size?'/2               8200     0.48     479  [      0.06]
'Elixir.Sftpd.SSH.Server':split_sftp_packets/2                              8200     0.55     551  [      0.07]
erlang:port_get_data/1                                                      8517     0.55     557  [      0.07]
'Elixir.Logger':'__should_log__'/2                                          3449     0.61     613  [      0.18]
'Elixir.Sftpd.SSH.Cipher':increment_sequence/1                              8488     0.64     647  [      0.08]
'Elixir.Sftpd.SSH.Cipher':validate_packet_length/1                         11644     0.65     654  [      0.06]
'Elixir.Sftpd.SSH.Server':finish_open_channel_data_drain/5                  3439     0.75     758  [      0.22]
'Elixir.Enum':reverse/1                                                    12973     0.76     759  [      0.06]
'Elixir.Sftpd.SSH.Server':encrypted_packet_missing_bytes/1                  6864     0.78     780  [      0.11]
'Elixir.Sftpd.SSH.Server':recv_encrypted_payload/2                          3451     0.81     816  [      0.24]
'Elixir.Sftpd.SSH.Server':recv_buffered_or_available_encrypted_payload/3    8200     0.83     832  [      0.10]
'Elixir.Sftpd.SSH.Server':drain_buffered_sftp_data/7                        8200     0.94     949  [      0.12]
erlang:port_control/3                                                       8242     0.95     957  [      0.12]
'Elixir.Sftpd.SSH.Cipher':packet_iv/2                                       8488     0.98     981  [      0.12]
inet_db:lookup_socket/1                                                     8517     0.98     986  [      0.12]
prim_inet:ctl_cmd/3                                                         8242     1.00    1006  [      0.12]
'Elixir.Sftpd.SSH.Server':continue_partial_sftp_packet/5                    8195     1.16    1163  [      0.14]
'Elixir.Sftpd.SSH.Server':handle_sftp_data/2                                8200     1.19    1195  [      0.15]
gen_tcp:recv/3                                                              8240     1.28    1289  [      0.16]
crypto:crypto_one_time_aead/7                                               8488     1.36    1363  [      0.16]
'Elixir.Sftpd.SSH.Server':recv_available_encrypted_payload/3                8199     1.41    1414  [      0.17]
prim_inet:async_recv/3                                                      8240     1.48    1492  [      0.18]
prim_inet:recv0/3                                                           8240     1.58    1585  [      0.19]
'Elixir.Sftpd.SSH.Server':recv_buffered_encrypted_payload/1                12960     1.62    1633  [      0.13]
'Elixir.Sftpd.SSH.Packet':decode_decrypted/2                                8212     1.63    1636  [      0.20]
'Elixir.Sftpd.SSH.Server':encrypted_loop/2                                  3451     1.73    1735  [      0.50]
'Elixir.Sftpd.SSH.Server':drain_more_buffered_sftp_data/7                   8200     1.86    1871  [      0.23]
erts_internal:port_command/3                                                 277     2.09    2097  [      7.57]
'Elixir.Sftpd.SSH.Server':recv_encrypted_packet/3                           6883     2.48    2493  [      0.36]
erlang:split_binary/2                                                      24623     2.65    2667  [      0.11]
erts_internal:prepare_loading/2                                                9     3.53    3548  [    394.22]
'Elixir.Sftpd.SSH.Cipher':decrypt_packet_payload/2                         11625     4.48    4504  [      0.39]
crypto:aead_cipher_nif/7                                                    8488    21.01   21116  [      2.49]
erts_internal:port_control/3                                                8242    26.10   26233  [      3.18]
------------------------------------------------------------------------  ------  -------  ------  [----------]
Total:                                                                    375451  100.00%  100517  [      0.27]
direction=upload
size_bytes=67108864
elapsed_seconds=0.234
throughput_mib_s=273.2
chunk=262080
requests=64
cipher=aes256-gcm@openssh.com

profile=beam_time
profile_output=above
profile size=67108864 direction=download port=29602
✓ Switched active account for github.com to mjc
FUNCTION                                                                   CALLS        %   TIME  [uS / CALLS]
--------                                                                   -----  -------   ----  [----------]
'Elixir.Agent':get/2                                                           4     0.00      0  [      0.00]
'Elixir.Agent':get/3                                                           4     0.00      0  [      0.00]
'Elixir.Code':ensure_loaded/1                                                  2     0.00      0  [      0.00]
'Elixir.Enum':find/2                                                           6     0.00      0  [      0.00]
'Elixir.Enum':find/3                                                           6     0.00      0  [      0.00]
init:archive_extension/0                                                       3     0.00      0  [      0.00]
inet:tcp_close/1                                                               1     0.00      0  [      0.00]
'Elixir.Sftpd.SSH.Wire':boolean/1                                              2     0.00      0  [      0.00]
'Elixir.Sftpd.SSH.Wire':name_list/1                                            1     0.00      0  [      0.00]
'Elixir.Sftpd.Backend':attrs_from_file_info/1                                  3     0.00      0  [      0.00]
'Elixir.Sftpd.SFTP.Codec':attrs/2                                              2     0.00      0  [      0.00]
'Elixir.Sftpd.SFTP.Codec':decode_attrs/1                                       1     0.00      0  [      0.00]
'Elixir.Sftpd.SFTP.Codec':decode_extensions/1                                  1     0.00      0  [      0.00]
