BEGIN profiler=eprof size=67108864 direction=upload port=54119 2026-06-15T00:09:39Z
✓ Switched active account for github.com to mjc
FUNCTION                                                                   CALLS        %    TIME  [uS / CALLS]
--------                                                                   -----  -------    ----  [----------]
'Elixir.Sftpd.SSH.Server':'sftp_buffer_empty?'/1                               1     0.00       0  [      0.00]
'Elixir.Sftpd.SSH.Server':sync_active_channel/1                                1     0.00       0  [      0.00]
'Elixir.Sftpd.SSH.Server':trim_banner/1                                        1     0.00       0  [      0.00]
'Elixir.Sftpd.SSH.Server':userauth_failure/2                                   1     0.00       0  [      0.00]
'Elixir.Sftpd.SSH.Server':validate_curve25519_public_key/1                     1     0.00       0  [      0.00]
'Elixir.Sftpd.SSH.Server':verify_ed25519_signature/3                           1     0.00       0  [      0.00]
'Elixir.Sftpd.SSH.Server':'-handle_public_key_userauth/3-fun-0-'/3             1     0.00       0  [      0.00]
'Elixir.Sftpd.SSH.Server':'-handle_encrypted_payload/3-fun-2-'/4               3     0.00       0  [      0.00]
'Elixir.Sftpd.SSH.Server':'-handle_encrypted_payload/3-fun-10-'/2              1     0.00       0  [      0.00]
'Elixir.GenServer':whereis/1                                                   3     0.00       0  [      0.00]
'Elixir.Sftpd.Auth':fingerprint/1                                              2     0.00       0  [      0.00]
gen:call/4                                                                     3     0.00       0  [      0.00]
ssh_message:ssh2_pubkey_decode/1                                               2     0.00       0  [      0.00]
ssh_message:ssh_curvename2oid/1                                                2     0.00       0  [      0.00]
ssh_message:oid2ssh_curvename/1                                                2     0.00       0  [      0.00]
'Elixir.Sftpd.SSH.Keys':signature/2                                            1     0.00       0  [      0.00]
'Elixir.Sftpd.SSH.Kex':ecdh_reply/3                                            1     0.00       0  [      0.00]
'Elixir.Sftpd.SSH.Kex':exchange_hash/1                                         1     0.00       0  [      0.00]
'Elixir.Sftpd.SSH.Kex':generate_keypair/0                                      1     0.00       0  [      0.00]
'Elixir.Sftpd.SSH.Kex':shared_secret/2                                         1     0.00       0  [      0.00]
binary:copy/1                                                                  3     0.00       0  [      0.00]
binary:copy/2                                                                  4     0.00       0  [      0.00]
binary:first/1                                                                 5     0.00       0  [      0.00]
'Elixir.Sftpd.Backends.Benchmark':copied_normalized_path/1                     3     0.00       0  [      0.00]
'Elixir.Sftpd.Backends.Benchmark':file_attrs/3                                 2     0.00       0  [      0.00]
'Elixir.Sftpd.Backends.Benchmark':finish_write/2                               1     0.00       0  [      0.00]
'Elixir.Sftpd.Backends.Benchmark':open_write/4                                 1     0.00       0  [      0.00]
'Elixir.Map':do_map/2                                                          1     0.00       0  [      0.00]
'Elixir.Map':new/2                                                             1     0.00       0  [      0.00]
'Elixir.Map':new_from_map/2                                                    1     0.00       0  [      0.00]
'Elixir.Map':pop/2                                                             1     0.00       0  [      0.00]
'Elixir.Map':pop/3                                                             1     0.00       0  [      0.00]
maps:find/2                                                                    2     0.00       0  [      0.00]
maps:from_list/1                                                               1     0.00       0  [      0.00]
maps:merge/2                                                                   1     0.00       0  [      0.00]
maps:remove/2                                                                  1     0.00       0  [      0.00]
maps:take/2                                                                    1     0.00       0  [      0.00]
maps:fold/3                                                                    2     0.00       0  [      0.00]
maps:fold_1/4                                                                  2     0.00       0  [      0.00]
maps:iterator/1                                                                3     0.00       0  [      0.00]
maps:iterator/2                                                                3     0.00       0  [      0.00]
'Elixir.Base':maybe_pad/3                                                      2     0.00       0  [      0.00]
'Elixir.String':replace_trailing/3                                             4     0.00       0  [      0.00]
erlang:list_to_tuple/1                                                         1     0.00       0  [      0.00]
erlang:port_close/1                                                            1     0.00       0  [      0.00]
'Elixir.Enum':join/2                                                          14     0.00       1  [      0.07]
'Elixir.Enum':join_non_empty_list/3                                           13     0.00       1  [      0.08]
'Elixir.Sftpd.SSH.Wire':mpint/1                                                5     0.00       1  [      0.20]
'Elixir.Sftpd.SSH.Wire':take_boolean/1                                         8     0.00       1  [      0.13]
'Elixir.Sftpd.Backend':normalize_path/1                                       13     0.00       1  [      0.08]
'Elixir.Sftpd.SFTP.Paths':normalize_realpath/1                                 4     0.00       1  [      0.25]
'Elixir.SftpdProfile.Auth':authorize_public_key/3                              2     0.00       1  [      0.50]
crypto:hash/2                                                                  7     0.00       1  [      0.14]
crypto:hash/4                                                                  7     0.00       1  [      0.14]
prim_inet:encode_subs/1                                                        1     0.00       1  [      1.00]
'Elixir.Sftpd.SSH.Packet':encode_clear/2                                       3     0.00       1  [      0.33]
lists:reverse/1                                                               13     0.00       1  [      0.08]
public_key:format_sign_key/1                                                   1     0.00       1  [      1.00]
public_key:ec_curve_spec/1                                                     4     0.00       1  [      0.25]
'Elixir.Sftpd.SSH.Algorithms':choose/3                                         6     0.00       1  [      0.17]
'Elixir.Sftpd.SSH.Algorithms':negotiate/2                                      1     0.00       1  [      1.00]
'Elixir.Sftpd.SSH.Algorithms':'-choose/3-fun-0-'/2                            18     0.00       1  [      0.06]
'Elixir.Sftpd.SSH.Server':delete_channel/2                                     1     0.00       1  [      1.00]
'Elixir.Sftpd.SSH.Server':fetch_channel/2                                      2     0.00       1  [      0.50]
'Elixir.Sftpd.SSH.Server':verify_public_key_userauth/7                         1     0.00       1  [      1.00]
'Elixir.Sftpd.SSH.Server':'-handle_encrypted_payload/3-fun-5-'/5               3     0.00       1  [      0.33]
'Elixir.GenServer':call/3                                                      3     0.00       1  [      0.33]
'Elixir.Sftpd.Auth':fingerprint/2                                              2     0.00       1  [      0.50]
erts_internal:map_next/3                                                       3     0.00       1  [      0.33]
ssh_message:ssh2_pubkey_encode/1                                               2     0.00       1  [      0.50]
ssh_message:ssh2_pubkey_decode2/1                                              2     0.00       1  [      0.50]
code:ensure_prepare_loading/3                                                  9     0.00       1  [      0.11]
'Elixir.Sftpd.SSH.Kex':derive_key/5                                            4     0.00       1  [      0.25]
'Elixir.Sftpd.SSH.Kex':exchange_payload/1                                      1     0.00       1  [      1.00]
'Elixir.Sftpd.SSH.Kex':expand_key/4                                            4     0.00       1  [      0.25]
'Elixir.Sftpd.Backends.Benchmark':file_info/2                                  2     0.00       1  [      0.50]
'Elixir.Sftpd.Backends.Benchmark':normalize_prefix/1                           2     0.00       1  [      0.50]
maps:next/1                                                                    3     0.00       1  [      0.33]
'Elixir.Base':encode64/2                                                       2     0.00       1  [      0.50]
'Elixir.String':trim_trailing/2                                                4     0.00       1  [      0.25]
erlang:monitor/3                                                               3     0.00       1  [      0.33]
erlang:prepare_loading/2                                                       9     0.00       1  [      0.11]
persistent_term:get/1                                                          9     0.00       1  [      0.11]
'Elixir.Enum':'__in__'/2                                                      18     0.00       2  [      0.11]
'Elixir.Sftpd.Backend':canonical_segments/1                                   13     0.00       2  [      0.15]
'Elixir.Sftpd.Backend':'-canonical_segments/1-fun-0-'/2                       25     0.00       2  [      0.08]
prim_inet:close/1                                                              1     0.00       2  [      2.00]
code_server:get_mode/0                                                         9     0.00       2  [      0.22]
'Elixir.Sftpd.SSH.Server':curve25519_shared_secret/1                           1     0.00       2  [      2.00]
code:get_mode/0                                                                9     0.00       2  [      0.22]
code:call/1                                                                   18     0.00       2  [      0.11]
'Elixir.Base':encode64base/3                                                  12     0.00       2  [      0.17]
'Elixir.String':replace_trailing/6                                             6     0.00       2  [      0.33]
erlang:function_exported/3                                                    12     0.00       2  [      0.17]
erlang:garbage_collect/0                                                      10     0.00       2  [      0.20]
erlang:prepare_loading_1/2                                                     9     0.00       2  [      0.22]
erlang:whereis/1                                                               9     0.00       2  [      0.22]
persistent_term:put/2                                                          1     0.00       2  [      2.00]
'Elixir.Enum':find_list/3                                                     18     0.00       3  [      0.17]
'Elixir.Enum':join_list/2                                                     14     0.00       3  [      0.21]
'Elixir.Sftpd.SSH.Wire':take_name_list/1                                      20     0.00       3  [      0.15]
'Elixir.Sftpd.SSH.Server':handle_public_key_userauth/3                         3     0.00       3  [      1.00]
'Elixir.String':split/2                                                       29     0.00       3  [      0.10]
'Elixir.Sftpd.SSH.Wire':string/1                                              27     0.00       4  [      0.15]
error_handler:undefined_function/3                                             9     0.00       4  [      0.44]
error_handler:ensure_loaded/1                                                  9     0.00       4  [      0.44]
'Elixir.Sftpd.SSH.Algorithms':decode_kexinit/1                                 2     0.00       4  [      2.00]
'Elixir.Sftpd.SSH.Server':handle_kex/5                                         1     0.00       4  [      4.00]
'Elixir.Sftpd.SSH.Server':send_encrypted_payload/3                             7     0.00       4  [      0.57]
erlang:module_loaded/1                                                        11     0.00       4  [      0.36]
erlang:send/3                                                                  3     0.00       5  [      1.67]
gen:do_call/4                                                                  3     0.01       7  [      2.33]
lists:keyfind/3                                                               63     0.01       8  [      0.13]
code:ensure_loaded/1                                                          11     0.01       8  [      0.73]
'Elixir.String':split/3                                                       29     0.01       9  [      0.31]
crypto:hash_nif/2                                                              7     0.01      10  [      1.43]
'Elixir.Keyword':get/3                                                        61     0.01      10  [      0.16]
'Elixir.Sftpd.SSH.Packet':decode_clear/1                                       6     0.01      10  [      1.67]
'Elixir.Sftpd.SSH.Server':handle_encrypted_payload/3                          12     0.01      10  [      0.83]
erts_internal:port_close/1                                                     1     0.01      10  [     10.00]
'Elixir.Sftpd.SSH.Server':recv_clear_packet/2                                  6     0.01      13  [      2.17]
'Elixir.Sftpd.SSH.Wire':take_string/1                                         60     0.01      14  [      0.23]
'Elixir.Sftpd.SFTP.Codec':status_message/1                                   259     0.01      14  [      0.05]
'Elixir.Sftpd.SSH.Cipher':encrypt_payloads/3                                 269     0.01      14  [      0.05]
'Elixir.Map':get/2                                                           262     0.01      14  [      0.05]
'Elixir.Sftpd.SSH.SFTPBridge':add_channel_response_payload/7                 262     0.01      15  [      0.06]
'Elixir.Sftpd.SFTP.Codec':'iodata_empty?'/1                                  257     0.01      15  [      0.06]
'Elixir.Enum':reduce/3                                                       275     0.02      16  [      0.06]
'Elixir.Sftpd.SSH.Cipher':block_size/1                                       276     0.02      16  [      0.06]
'Elixir.Sftpd.SFTP.SerializedPacket':iodata/2                                262     0.02      16  [      0.06]
'Elixir.Sftpd.SSH.Server':responses_window_size/1                            262     0.02      17  [      0.06]
binary:split/3                                                                29     0.02      17  [      0.59]
'Elixir.Enum':map_reduce/3                                                   262     0.02      18  [      0.07]
'Elixir.Sftpd.SSH.Server':maybe_fragmented_write_packet/2                    257     0.02      18  [      0.07]
inet_tcp:send/2                                                              279     0.02      18  [      0.06]
'Elixir.Sftpd.SSH.SFTPBridge':channel_data_payload/3                         262     0.02      21  [      0.08]
'Elixir.Sftpd.SSH.Server':append_pending_responses/2                         262     0.02      21  [      0.08]
'Elixir.Sftpd.SSH.Server':'-handle_sftp_data/2-fun-0-'/2                     262     0.02      22  [      0.08]
'Elixir.Sftpd.SFTP.Codec':status_code/1                                      518     0.02      25  [      0.05]
'Elixir.Sftpd.SFTP.Session':normalize_request_paths/1                        261     0.03      26  [      0.10]
maps:put/3                                                                   261     0.03      28  [      0.11]
'Elixir.Sftpd.SFTP.Codec':decode/1                                           262     0.03      30  [      0.11]
crypto:strong_rand_bytes/1                                                   280     0.03      30  [      0.11]
'Elixir.Sftpd.SSH.SFTPBridge':flush_channel_data_payload/4                   270     0.03      32  [      0.12]
'Elixir.Map':get/3                                                           266     0.03      32  [      0.12]
'Elixir.Sftpd.SSH.Packet':aead_padding_len/2                                 276     0.03      33  [      0.12]
erts_internal:garbage_collect/1                                               10     0.03      33  [      3.30]
'Elixir.Sftpd.SSH.SFTPBridge':response_iodata/1                              524     0.03      34  [      0.06]
'Elixir.Sftpd.SFTP.Codec':packet/1                                           262     0.04      37  [      0.14]
'Elixir.Sftpd.SSH.SFTPBridge':response_window_size/1                         262     0.04      38  [      0.15]
'Elixir.Sftpd.SSH.Server':'-responses_window_size/1-fun-0-'/2                262     0.04      38  [      0.15]
'Elixir.Sftpd.Backends.Benchmark':write_at/4                                 257     0.04      38  [      0.15]
'Elixir.Sftpd.SFTP.Codec':status/2                                           259     0.04      41  [      0.16]
'Elixir.Sftpd.SFTP.Codec':string/1                                           521     0.04      41  [      0.08]
erlang:port_command/3                                                        279     0.04      41  [      0.15]
code_server:call/1                                                            18     0.05      47  [      2.61]
gen_tcp:send/2                                                               279     0.05      51  [      0.18]
'Elixir.Enum':'-reduce/3-lists^foldl/2-0-'/3                                 562     0.05      53  [      0.09]
'Elixir.Sftpd.SFTP.Session':handle_packet/2                                  262     0.05      55  [      0.21]
'Elixir.Sftpd.SFTP.Codec':status/3                                           259     0.06      58  [      0.22]
'Elixir.Sftpd.SSH.Server':split_complete_sftp_packets/2                      524     0.06      63  [      0.12]
'Elixir.Sftpd.SSH.SFTPBridge':payloads_for_window/8                          532     0.07      68  [      0.13]
erlang:iolist_to_binary/1                                                    794     0.07      70  [      0.09]
'Elixir.Sftpd.SSH.SFTPBridge':payloads_for_window/2                          270     0.07      71  [      0.26]
'Elixir.Enum':'-map_reduce/3-lists^mapfoldl/2-0-'/3                          524     0.07      71  [      0.14]
crypto:evp_generate_key_nif/2                                                  1     0.07      71  [     71.00]
'Elixir.Sftpd.SSH.Cipher':encrypt_packet/2                                   276     0.07      72  [      0.26]
'Elixir.Sftpd.SSH.Cipher':encrypt_payloads/4                                 538     0.08      80  [      0.15]
'Elixir.Sftpd.SFTP.Codec':decode_iodata_write/2                              257     0.08      83  [      0.32]
'Elixir.Sftpd.SSH.Packet':encode_aead_packet/2                               276     0.09      91  [      0.33]
'Elixir.Sftpd.SSH.Server':send_encrypted_payloads/3                          269     0.09      92  [      0.34]
erlang:monitor/2                                                             297     0.09      92  [      0.31]
erlang:demonitor/2                                                           301     0.09      97  [      0.32]
crypto:pkey_sign_nif/5                                                         1     0.10      99  [     99.00]
prim_inet:send/3                                                             279     0.10     102  [      0.37]
erlang:term_to_binary/2                                                      279     0.10     102  [      0.37]
'Elixir.Sftpd.SFTP.Codec':take_iodata/2                                     1028     0.10     105  [      0.10]
prim_inet:send/4                                                             279     0.10     105  [      0.38]
crypto:evp_compute_key_nif/3                                                   1     0.11     114  [    114.00]
'Elixir.Sftpd.SFTP.Codec':take_iodata_binary/2                               771     0.13     131  [      0.17]
crypto:pkey_verify_nif/6                                                       1     0.13     135  [    135.00]
'Elixir.Sftpd.SSH.Server':flush_sftp_responses_with_channel/4                270     0.14     142  [      0.53]
'Elixir.Sftpd.SFTP.Session':handle_request/2                                 262     0.16     165  [      0.63]
erlang:iolist_size/1                                                        1082     0.17     176  [      0.16]
'Elixir.Sftpd.SSH.Cipher':'-decrypt_packet_payload/2-fun-0-'/1              2947     0.18     186  [      0.06]
'Elixir.Logger':elixir_level_to_erlang_level/1                              3596     0.19     191  [      0.05]
logger_config:less_or_equal_level/2                                         3596     0.20     205  [      0.06]
lists:reverse/2                                                              515     0.22     221  [      0.43]
'Elixir.Sftpd.SSH.Server':finish_channel_data_drain/2                       3586     0.22     229  [      0.06]
'Elixir.Sftpd.SSH.Server':prepend_reversed/2                                4752     0.24     246  [      0.05]
lists:member/2                                                              3606     0.30     311  [      0.09]
crypto:strong_rand_bytes_nif/1                                               280     0.36     363  [      1.30]
'Elixir.Sftpd.SSH.Cipher':decrypt_packet_payload/3                           650     0.36     366  [      0.56]
'Elixir.Sftpd.SFTP.Codec':split_iodata/3                                    8966     0.42     432  [      0.05]
'Elixir.Sftpd.SSH.Server':responses_window_size_if_any/1                    8200     0.43     439  [      0.05]
'Elixir.Sftpd.SSH.Packet':'invalid_padding?'/2                              8215     0.43     444  [      0.05]
'Elixir.Sftpd.SSH.SFTPBridge':'responses_near_window_size?'/2               8200     0.44     449  [      0.05]
prim_inet:recv/3                                                            9502     0.49     496  [      0.05]
logger_config:allow/2                                                       3596     0.49     498  [      0.14]
inet_tcp:recv/3                                                             9502     0.50     513  [      0.05]
crypto:alias/2                                                              8488     0.51     522  [      0.06]
'Elixir.Sftpd.SSH.Server':split_sftp_packets/2                              8200     0.52     529  [      0.06]
persistent_term:get/2                                                       3597     0.55     567  [      0.16]
prim_inet:enc_time/1                                                        9502     0.57     581  [      0.06]
'Elixir.Logger':'__should_log__'/2                                          3596     0.61     620  [      0.17]
'Elixir.Sftpd.SSH.Cipher':validate_packet_length/1                         11159     0.63     639  [      0.06]
'Elixir.Sftpd.SFTP.Codec':split_iodata_binary/4                             8966     0.64     650  [      0.07]
'Elixir.Sftpd.SSH.Cipher':increment_sequence/1                              8488     0.64     654  [      0.08]
'Elixir.Sftpd.SSH.Server':encrypted_packet_missing_bytes/1                  5895     0.72     732  [      0.12]
'Elixir.Sftpd.SSH.Server':finish_open_channel_data_drain/5                  3586     0.81     832  [      0.23]
'Elixir.Sftpd.SSH.Server':recv_buffered_or_available_encrypted_payload/2    8200     0.83     845  [      0.10]
erlang:port_get_data/1                                                      9781     0.83     852  [      0.09]
'Elixir.Enum':reverse/1                                                    13885     0.84     857  [      0.06]
'Elixir.Sftpd.SSH.Server':drain_buffered_sftp_data/7                        8200     0.88     899  [      0.11]
'Elixir.Sftpd.SSH.Server':recv_encrypted_payload/2                          3598     1.01    1029  [      0.29]
'Elixir.Sftpd.SSH.Server':continue_partial_sftp_packet/5                    8195     1.03    1048  [      0.13]
'Elixir.Sftpd.SSH.Cipher':packet_iv/2                                       8488     1.06    1083  [      0.13]
inet_db:lookup_socket/1                                                     9781     1.08    1102  [      0.11]
prim_inet:ctl_cmd/3                                                         9504     1.12    1149  [      0.12]
'Elixir.Sftpd.SSH.Server':handle_sftp_data/2                                8200     1.13    1158  [      0.14]
erlang:port_control/3                                                       9504     1.21    1237  [      0.13]
'Elixir.Sftpd.SSH.Server':recv_available_encrypted_payload/2                8199     1.25    1276  [      0.16]
prim_inet:recv0/3                                                           9502     1.39    1416  [      0.15]
gen_tcp:recv/3                                                              9502     1.39    1421  [      0.15]
crypto:crypto_one_time_aead/7                                               8488     1.42    1452  [      0.17]
'Elixir.Sftpd.SSH.Packet':decode_decrypted/2                                8212     1.54    1578  [      0.19]
prim_inet:async_recv/3                                                      9502     1.59    1629  [      0.17]
'Elixir.Sftpd.SSH.Server':recv_buffered_encrypted_payload/1                12813     1.71    1752  [      0.14]
erts_internal:port_command/3                                                 279     1.81    1847  [      6.62]
'Elixir.Sftpd.SSH.Server':drain_more_buffered_sftp_data/7                   8200     1.81    1848  [      0.23]
'Elixir.Sftpd.SSH.Server':encrypted_loop/2                                  3598     1.83    1874  [      0.52]
'Elixir.Sftpd.SSH.Server':recv_encrypted_packet/3                           5895     2.03    2071  [      0.35]
erlang:split_binary/2                                                      23992     2.54    2598  [      0.11]
erts_internal:prepare_loading/2                                                9     2.89    2958  [    328.67]
'Elixir.Sftpd.SSH.Cipher':decrypt_packet_payload/2                         10509     4.25    4349  [      0.41]
crypto:aead_cipher_nif/7                                                    8488    19.44   19869  [      2.34]
erts_internal:port_control/3                                                9504    26.78   27378  [      2.88]
------------------------------------------------------------------------  ------  -------  ------  [----------]
Total:                                                                    405735  100.00%  102225  [      0.25]
direction=upload
size_bytes=67108864
elapsed_seconds=0.193
throughput_mib_s=331.1
chunk=262080
requests=64
cipher=aes256-gcm@openssh.com

profile=beam_time
profile_output=above
END profiler=eprof size=67108864 direction=upload status=0 2026-06-15T00:09:42Z
BEGIN profiler=eprof size=67108864 direction=download port=49189 2026-06-15T00:09:44Z
✓ Switched active account for github.com to mjc
FUNCTION                                                                   CALLS        %    TIME  [uS / CALLS]
--------                                                                   -----  -------    ----  [----------]
'Elixir.Agent':get/2                                                           4     0.00       0  [      0.00]
'Elixir.Agent':get/3                                                           4     0.00       0  [      0.00]
'Elixir.Code':ensure_loaded/1                                                  2     0.00       0  [      0.00]
'Elixir.Enum':each/2                                                           1     0.00       0  [      0.00]
'Elixir.Enum':find/2                                                           6     0.00       0  [      0.00]
'Elixir.Enum':find/3                                                           6     0.00       0  [      0.00]
'Elixir.Enum':'-map/2-lists^map/1-1-'/2                                        2     0.00       0  [      0.00]
init:archive_extension/0                                                       3     0.00       0  [      0.00]
inet:tcp_close/1                                                               1     0.00       0  [      0.00]
'Elixir.Sftpd.SSH.Wire':boolean/1                                              2     0.00       0  [      0.00]
'Elixir.Sftpd.SSH.Wire':name_list/1                                            1     0.00       0  [      0.00]
